AF220165|S000389361	Root;Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Geoglobus
AF220220|S000389363	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium
AF220763|S000483600	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium
AF221061|S000389386	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
AF221111|S000389399	Root;Bacteria;Firmicutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma
AF221112|S000389400	Root;Bacteria;Firmicutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma
AF221113|S000389401	Root;Bacteria;Firmicutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma
AF221114|S000389402	Root;Bacteria;Firmicutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma
AF221115|S000389403	Root;Bacteria;Firmicutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma
AF221116|S000389404	Root;Bacteria;Firmicutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma
AF221117|S000389405	Root;Bacteria;Firmicutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma
AF221118|S000389406	Root;Bacteria;Firmicutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma
AF221119|S000389407	Root;Bacteria;Firmicutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma
AF221120|S000389408	Root;Bacteria;Firmicutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma
AF221121|S000389409	Root;Bacteria;Firmicutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma
AF222022|S000389417	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Pseudonocardineae;Pseudonocardiaceae;Amycolatopsis
AF223354|S000389423	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Pseudonocardineae;Pseudonocardiaceae;Amycolatopsis
AF223382|S000389424	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonales;Geobacteraceae;Trichlorobacter
AF224292|S000389438	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus
AF224722|S000389463	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae;Subtercola
AF224723|S000389464	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae;Subtercola
AF225962|S000389478	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Propionibacteriaceae;Propionibacterium
AF227126|S000389512	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylopila
AF227128|S000389514	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium
AF227163|S000389521	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Oligella
AF227164|S000389522	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Oligella
AF227165|S000389523	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Propionibacteriaceae;Propioniferax
AF227984|S000010910	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio
AF229791|S000366078	Root;Bacteria;OP11;OP11_genera_incertae_sedis
AF230530|S000389681	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio
AF230531|S000389682	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfomonile
AF230641|S000439932	Root;Bacteria;Dehalococcoides;Dehalococcoides_genera_incertae_sedis
AF231131|S000389694	Root;Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc
AF233370|S000389726	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfotignum
AF233586|S000389729	Root;Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium
AF233877|S000389731	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas
AF234133|S000339971	Root;Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Opitutaceae;Opitutus
AF234542|S000389736	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Dethiosulfovibrio
AF234623|S000389739	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Propionibacteriaceae;Propionibacterium
AF234701|S000340015	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
AF234711|S000340025	Root;Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Subdivision 3;Subdivision 3_genera_incertae_sedis
AF234731|S000340045	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
AF234743|S000340057	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
AF234854|S000458519	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
AF234863|S000389763	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
AF235052|S000389773	Root;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
AF235089|S000389774	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium
AF235090|S000389775	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Arthrobacter
AF235091|S000389776	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Arthrobacter
AF237682|S000389809	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
AF237815|S000389812	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Nocardioidaceae;Actinopolymorpha
AF242652|S000389874	Root;Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter
AF243176|S000389918	Root;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
AF243334|S000389920	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulforegula
AF245017|S000498898	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Pseudonocardineae;Pseudonocardiaceae;Crossiella
AF247813|S000390051	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Frankineae;Kineosporiaceae;Kineococcus
AF248638|S000390053	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobaca
AF249678|S000390059	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Heliobacteriaceae;Heliobacterium
AF249679|S000390060	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Heliobacteriaceae;Heliobacterium
AF249680|S000390061	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Heliobacteriaceae;Heliorestis
AF249749|S000390062	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseinatronobacter
AF250285|S000458520	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Klebsiella
AF250331|S000390067	Root;Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Desulfurococcus
AF250332|S000390068	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus
AF250333|S000390069	Root;Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylophilus
AF250334|S000390070	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus
AF251035|S000390102	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Cellulomonadaceae;Tropheryma
AF251143|S000390103	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas
AF251709|S000390111	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptosporangineae;Nocardiopsaceae;Nocardiopsis
AF251941|S000390118	Root;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Natrialba
AF260509|S000390227	Root;Bacteria;Cyanobacteria;Cyanobacteria;Family 3.1;Arthrospira
AF262026|S000390278	Root;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Natrialba
AF262035|S000390279	Root;Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanofollis
AF262037|S000390281	Root;Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter
AF262238|S000390284	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
AF263278|S000014055	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia
AF263563|S000390332	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae;Microbacterium
AF264700|S000390342	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium
AF266461|S000390346	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
AF267152|S000390351	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium
AF268029|S000390380	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
AF268968|S000390413	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
AF268994|S000340455	Root;Bacteria;TM7;TM7_genera_incertae_sedis
AF268996|S000340457	Root;Bacteria;TM7;TM7_genera_incertae_sedis
AF268997|S000340458	Root;Bacteria;TM7;TM7_genera_incertae_sedis
AF268998|S000340459	Root;Bacteria;TM7;TM7_genera_incertae_sedis
AF268999|S000340460	Root;Bacteria;TM7;TM7_genera_incertae_sedis
AF269000|S000340461	Root;Bacteria;TM7;TM7_genera_incertae_sedis
AF269001|S000340462	Root;Bacteria;TM7;TM7_genera_incertae_sedis
AF273037|S000390457	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Samsonia
AF273080|S000390459	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas
AF273081|S000390460	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bosea
AF273082|S000322431	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas
AF273213|S000390462	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Albibacter
AF273740|S000498958	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
AF275311|S000390495	Root;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
AF275377|S000014472	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas
AF275710|S000390500	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Salinicoccus
AF275713|S000022912	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinospirillum
AF276304|S000390503	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus
AF276306|S000390505	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus
AF277195|S000390514	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptosporangineae;Thermomonosporaceae;Actinomadura
AF277198|S000390517	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Nocardiaceae;Nocardia
AF277200|S000390519	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptosporangineae;Streptosporangiaceae;Nonomuraea
AF277201|S000390520	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptosporangineae;Streptosporangiaceae;Nonomuraea
AF277202|S000390521	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Nocardiaceae;Nocardia
AF277204|S000390523	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Nocardiaceae;Nocardia
AF277223|S000390542	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Nocardiaceae;Nocardia
AF278572|S000390550	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Nocardiaceae;Nocardia
AF281031|S000003443	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Zymomonas
AF281032|S000005814	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Zymomonas
AF281158|S000008459	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Jeotgalibacillus
AF282889|S000390572	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Nocardiaceae;Nocardia
AF282916|S000390573	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pigmentiphaga
AF283283|S000390578	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Tsukamurellaceae;Tsukamurella
AF285414|S000390657	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Xenophilus
AF286831|S000390690	Root;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus
AF286832|S000390691	Root;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus
AF286870|S000390695	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Serratia
AF286872|S000390697	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Serratia
AF287793|S000390719	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Acidaminococcaceae;Selenomonas
AF287799|S000390720	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Acidaminococcaceae;Selenomonas
AF287801|S000390721	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Acidaminococcaceae;Selenomonas
AF287802|S000390722	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Acidaminococcaceae;Selenomonas
AF287803|S000390723	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Acidaminococcaceae;Selenomonas
AF288157|S000390728	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Incertae sedis 7;Marinobacter
AF288300|S000390729	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bosea
AF288304|S000390733	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Afipia
AF288306|S000390735	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bosea
AF288309|S000390738	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bosea
AF288310|S000390739	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Afipia
AF288370|S000340900	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina
AF290545|S000021267	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
AF292371|S000390775	Root;Bacteria;Actinobacteria;Actinobacteria;Coriobacteridae;Coriobacteriales;Coriobacterineae;Coriobacteriaceae;Atopobium
AF292373|S000390777	Root;Bacteria;Actinobacteria;Actinobacteria;Coriobacteridae;Coriobacteriales;Coriobacterineae;Coriobacteriaceae;Olsenella
AF292374|S000390778	Root;Bacteria;Actinobacteria;Actinobacteria;Coriobacteridae;Coriobacteriales;Coriobacterineae;Coriobacteriaceae;Olsenella
AF292375|S000390779	Root;Bacteria;Actinobacteria;Actinobacteria;Coriobacteridae;Coriobacteriales;Coriobacterineae;Coriobacteriaceae;Eggerthella
AF292378|S000390782	Root;Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter
AF293389|S000390806	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bartonellaceae;Bartonella
AF293391|S000390807	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bartonellaceae;Bartonella
AF295302|S000390853	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
AF295592|S000498993	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
AF296678|S000390898	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas
AF297868|S000390922	Root;Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter
AF297871|S000499004	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfitobacterium
AF297958|S000390924	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas
AF298663|S000390937	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnobacterium
AF300324|S000390945	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus
AF300327|S000390947	Root;Bacteria;Firmicutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Mesoplasma
AF302081|S000390962	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thioalkalivibrio
AF302118|S000390972	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
AF302795|S000390990	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
AF302937|S000390992	Root;Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema
AF304197|S000003677	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylobacter
AF304323|S000390999	Root;Bacteria;Firmicutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma
AF304324|S000391000	Root;Bacteria;Firmicutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma
AF304325|S000391001	Root;Bacteria;Firmicutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma
AF307099|S000391030	Root;Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Borrelia
AF307138|S000391032	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomicrobium
AF309869|S000391052	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma
AF310217|S000015063	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Kluyvera
AF310218|S000000149	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Kluyvera
AF310247|S000021835	Root;Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halobacteroidaceae;Selenihalanaerobacter
AF310559|S000391275	Root;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria
AF311303|S000391339	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma
AF312020|S000391357	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus
AF312022|S000391359	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus
AF312874|S000391366	Root;Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella
AF316144|S000391399	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas
AF316798|S000341718	Root;Bacteria;OD1;OD1_genera_incertae_sedis
AF316799|S000341719	Root;Bacteria;OD1;OD1_genera_incertae_sedis
AF316891|S000391414	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas
AF317629|S000391436	Root;Bacteria;Cyanobacteria;Cyanobacteria;Family 4.1;Anabaena
AF317650|S000391440	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
AF317702|S000391442	Root;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
AF317741|S000341769	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp9
AF318945|S000391451	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma
AF319778|S000002840	Root;Bacteria;Bacteroidetes;Bacteroidetes;Bacteroidales;Bacteroidaceae;Bacteroides
AF320287|S000391468	Root;Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema
AF320480|S000391471	Root;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halosimplex
AF321086|S000391487	Root;Bacteria;Firmicutes;Clostridia;Thermoanaerobacteriales;Thermoanaerobacteriaceae;Gelria
AF321820|S000391502	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfofaba
AF322392|S000391505	Root;Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus
